event_id,timestamp,U,S,R,D,theta,trigger,solver_called,severity_minutes,delay_probability
syn_n200_000_e0044,227.82996474873494,0.041666666666666664,0.8644718486621952,0.0,0.23695129549888214,0.6967313746169099,False,False,5.0,0.5
syn_n200_000_e0045,231.31304139543778,0.02333333333333333,0.6948045790425109,0.0,0.1853678114272944,0.6739906116403687,False,False,2.0,0.7
syn_n200_000_e0046,232.69356985885543,0.024999999999999998,0.9428304828033637,0.0,0.24820762070084093,0.6653009282136553,False,False,5.0,0.3
syn_n200_000_e0047,234.53179957045268,0.175,0.6755278812950664,0.0,0.2563819703237666,0.6540060851111252,False,False,15.0,0.7
syn_n200_000_e0048,237.70470534506478,0.024999999999999998,0.8162111559457101,0.0,0.21655278898642755,0.635228380062522,False,False,5.0,0.3
syn_n200_000_e0049,238.64518030804197,0.024999999999999998,0.8620199135632653,0.0,0.22800497839081635,0.6298320680811698,False,False,5.0,0.3
syn_n200_000_e0050,241.52674580456997,0.12,0.8676124007456133,0.0,0.2769031001864033,0.6137641603379815,False,False,9.0,0.8
syn_n200_000_e0051,242.44814749074746,0.175,0.7749929779529414,0.0,0.2812482444882354,0.6087711504160462,False,False,15.0,0.7
syn_n200_000_e0052,243.92855056855726,0.02333333333333333,0.7097770070191699,0.0,0.18911091842145913,0.6008920670980014,False,False,2.0,0.7
syn_n200_000_e0053,256.81139154623,0.02333333333333333,0.7640103516169873,0.0,0.20266925457091348,0.5392340032667604,False,False,2.0,0.7
syn_n200_000_e0054,268.2102041235592,0.0,0.9306291373104991,0.0,0.23265728432762478,0.4937769996911594,False,False,0.0,0.5
syn_n200_000_e0055,268.3082738026821,0.1875,0.8293709629929327,0.0,0.30109274074823317,0.4934186563433497,False,False,15.0,0.75
syn_n200_000_e0056,270.93670049457256,0.05333333333333334,0.7006666340849343,0.0,0.20183332518790026,0.48400826286944876,False,False,4.0,0.8
syn_n200_000_e0057,271.4605496163745,0.4,0.7291244919890094,0.0,0.38228112299725237,0.4821766929457232,False,False,30.0,0.8
syn_n200_000_e0058,274.25906186874187,0.7333333333333333,0.8284661210493148,0.0,0.5737831969289954,0.4726321828710195,True,True,44.0,1.0
syn_n200_000_e0059,278.35568725246594,0.024999999999999998,0.8479607309590642,0.0,0.22449018273976606,0.6731802461047853,False,False,5.0,0.3
syn_n200_000_e0060,282.597602803024,0.49500000000000005,0.8506921818100885,0.0,0.46017304545252213,0.6470925864555968,False,False,33.0,0.9
syn_n200_000_e0061,289.5929205851461,0.175,0.7546664276684706,0.0,0.27616660691711764,0.6075373034547009,False,False,15.0,0.7
syn_n200_000_e0062,295.7500174920329,0.024999999999999998,0.800386548737231,0.0,0.21259663718430777,0.5759953926903008,False,False,5.0,0.3
syn_n200_000_e0063,295.8672395141929,0.175,0.8374577230408864,0.0,0.2968644307602216,0.5754226887520175,False,False,15.0,0.7
syn_n200_000_e0064,300.4372596140118,0.02666666666666667,0.6327578762215302,0.0,0.1715228023887159,0.5538622934131827,False,False,2.0,0.8
syn_n200_000_e0065,302.80157802561075,0.45,0.7639780880926121,0.0,0.415994522023153,0.5432747375247253,False,False,30.0,0.9
syn_n200_000_e0066,302.95943033090515,1.0,0.7542956550890567,0.0,0.6885739137722642,0.5425811475835112,True,True,120.0,1.0
syn_n200_000_e0067,303.8091108587647,0.02666666666666667,0.8906943743564953,0.0,0.23600692692245717,0.6943010507283602,False,False,2.0,0.8
syn_n200_000_e0068,305.71095234053445,0.175,0.7742286001096559,0.0,0.28105715002741394,0.6818052829063517,False,False,15.0,0.7
syn_n200_000_e0069,323.7181921604985,0.175,0.9259137261141472,0.0,0.3189784315285368,0.5795955033918578,False,False,15.0,0.7
syn_n200_000_e0070,340.1346801086205,0.034999999999999996,0.8482673383764143,0.0,0.22956683459410357,0.5076543185914246,False,False,3.0,0.7
syn_n200_000_e0071,347.7615254735687,0.02333333333333333,0.8057157627592562,0.0,0.2130956073564807,0.47980156039549976,False,False,2.0,0.7
syn_n200_000_e0072,348.8839659981307,0.011666666666666665,0.713540043421896,0.0,0.18421834418880734,0.47596487068783855,False,False,1.0,0.7
syn_n200_000_e0073,356.5865718255081,0.175,0.6895886650037311,0.0,0.25989716625093273,0.4513088831019185,False,False,15.0,0.7
syn_n200_000_e0074,362.29205949096445,0.02333333333333333,0.9623473175851234,0.0,0.2522534960629475,0.4347970406653041,False,False,2.0,0.7
syn_n200_000_e0075,372.8248562684527,0.175,0.8341578862870473,0.0,0.2960394715717618,0.40779018282405344,False,False,15.0,0.7
syn_n200_000_e0076,378.89217801276305,0.02666666666666667,0.689411095986852,0.0,0.18568610733004634,0.3940638159226628,False,False,2.0,0.8
syn_n200_000_e0077,380.77107177653943,0.175,0.9266614969646721,0.0,0.31916537424116803,0.39006028836317513,False,False,15.0,0.7
syn_n200_000_e0078,385.6144803790181,0.06666666666666667,0.6523471223465364,0.0,0.19642011391996742,0.3802455912956622,False,False,10.0,0.4
syn_n200_000_e0079,385.6575341069001,0.45,0.9053815710357532,0.0,0.4513453927589383,0.38016150507659163,True,True,30.0,0.9
syn_n200_000_e0080,388.0244414816208,0.175,0.9102506309494678,0.0,0.31506265773736697,0.684303662294828,False,False,15.0,0.7
syn_n200_000_e0081,393.1698361835076,0.21333333333333335,0.8041969670354256,0.0,0.3077159084255231,0.6520446095994468,False,False,16.0,0.8
syn_n200_000_e0082,394.76007994304086,0.041666666666666664,0.9276562049517845,0.0,0.25274738457127943,0.6425678526291836,False,False,5.0,0.5
syn_n200_000_e0083,395.36461328544743,0.175,0.7948406144766108,0.0,0.2862101536191527,0.639024138769854,False,False,15.0,0.7
syn_n200_000_e0084,396.6247131157756,0.2,0.7122483362926542,0.0,0.2780620840731636,0.6317400568905204,False,False,15.0,0.8
syn_n200_000_e0085,405.56009754726836,0.02666666666666667,0.9000806927707523,0.0,0.2383535065260214,0.583855789294625,False,False,2.0,0.8
syn_n200_000_e0086,408.07853670577896,0.15,0.7803837594103675,0.0,0.2700959398525919,0.5714791032124297,False,False,15.0,0.6
syn_n200_000_e0087,408.23840587401946,0.2,0.7729795002166268,0.0,0.2932448750541567,0.5707091078677289,False,False,15.0,0.8
syn_n200_000_e0088,414.38682548852074,0.03333333333333333,0.6780995172243298,0.0,0.18619154597274912,0.5424542405999105,False,False,5.0,0.4
syn_n200_000_e0089,414.4245109860485,0.02333333333333333,0.979921429195945,0.0,0.2566470239656529,0.542288968063728,False,False,2.0,0.7
syn_n200_000_e0090,415.69473846450694,0.024999999999999998,0.9088169859145461,0.0,0.23970424647863653,0.5367725857182364,False,False,5.0,0.3
syn_n200_000_e0091,420.18141467350085,0.2,0.9333704365491171,0.0,0.3333426091372793,0.5181078632264942,False,False,15.0,0.8
syn_n200_000_e0092,421.6544013965188,0.016666666666666666,0.7865804498401454,0.0,0.20497844579336968,0.5122490365329494,False,False,2.0,0.5
syn_n200_000_e0093,435.24952859296826,0.175,0.7935372396809863,0.0,0.2858843099202466,0.46386985278813175,False,False,15.0,0.7
syn_n200_000_e0094,444.77521086439657,0.175,0.7538995858473718,0.0,0.2759748964618429,0.43539384079359855,False,False,15.0,0.7
syn_n200_000_e0095,452.04038051986004,0.011666666666666665,0.8998581299366708,0.0,0.23079786581750103,0.41625202943178957,False,False,1.0,0.7
syn_n200_000_e0096,454.9088378515533,0.175,0.863282955036352,0.0,0.303320738759088,0.40925043509425474,False,False,15.0,0.7
syn_n200_000_e0097,457.0653471957317,0.049999999999999996,0.6059310223869296,0.0,0.1764827555967324,0.4041814855932486,False,False,10.0,0.3
syn_n200_000_e0098,468.32279050491337,0.22666666666666668,0.7276522964062904,0.0,0.29524640743490593,0.3802256528407765,False,False,17.0,0.8
syn_n200_000_e0099,469.5753693661443,0.1875,0.6915836332848884,0.0,0.2666459083212221,0.3778017268366103,False,False,15.0,0.75
